entry,title,keywords,abstract,year,journal
YAO2017152,Guided filtering based color image reversible data hiding,"Color image, Reversible data hiding, Guided filtering predictor, Payload partition, Adaptive prediction-error expansion","In this paper, a color-image-dedicated reversible data hiding (RDH) algorithm is proposed to improve embedding performance by applying a guided filtering predictor and an adaptive prediction-error expansion (PEE) scheme. PEE-based RDH methods can be mainly separated into two stages for each channel embedding, i.e., pixel prediction and prediction-error histogram (PEH) modification. In our work, the inter-channel correlation is exploited at all stages of prediction and modification. Specifically, for predicting the pixels in the current channel with the guidance of pixels from other channels, a linear transform model from reference channels to the current channel is established and its coefficients are determined by the Laplacian minimization criterion. Then, to modify the PEH, an adaptive PEE embedding scheme is conducted by seeking the optimal parameters of the embedding bins and the complexity threshold to minimize distortion. The experimental results demonstrate the proposed method has better performance than the state-of-the-art, color-image RDH methods.",2017,Journal of Visual Communication and Image Representation
XU2017164,A privacy-preserving content-based image retrieval method in cloud environment,"Privacy-preserving, Image retrieval, Secure search, Orthogonal decomposition","In order to protect data privacy, image with sensitive or private information needs to be encrypted before being outsourced to a cloud service provider. However, this causes difficulties in image retrieval and data management. A privacy-preserving content-based image retrieval method based on orthogonal decomposition is proposed in the paper. The image is divided into two different components, for which encryption and feature extraction are executed separately. As a result, cloud server can extract features from an encrypted image directly and compare them with the features of the queried images, so that users can thus obtain the image. Different from other methods, the proposed method has no special requirements to encryption algorithms, which makes it more universal and can be applied in different scenarios. Experimental results prove that the proposed method can achieve better security and better retrieval performance.",2017,Journal of Visual Communication and Image Representation
WANG2017185,Spectral-spatial adaptive and well-balanced flow-based anisotropic diffusion for multispectral image denoising,"Multispectral images, Anisotropic diffusion, Spectral-spatial adaptive, Image denoising, Partial differential equation","Anisotropic diffusion can provide better compromise between noise reduction and edge preservation. In multispectral images, there exist different spatial local structures in the same band. Therefore, the levels of smoothing of anisotropic diffusion process should conform to both of image spectral and spatial features. In this paper, we present an effective denoising algorithm by integrating the spectral-spatial adaptive mechanism into a well-balanced flow (WBF) based anisotropic diffusion model, in which an adjustable weighted function is introduced to perform the appropriate levels of smoothing and enhancing according to different feature scales. Moreover, we make the fidelity term in the model to be adaptive by replacing the original noisy signal with the last evolution of the smoothed image. Consequently, the proposed algorithm can better control the diffusion behavior than traditional multispectral diffusion-based algorithms. The experimental results verify that our algorithm can improve visual quality of the image and obtain better quality indices.",2017,Journal of Visual Communication and Image Representation
KARIMI2017108,Quality assessment of retargeted images by salient region deformity analysis,"Image quality assessment, Image retargeting, Geometrical distortions, Homogeneity of deformities, Saliency preservation","Displaying images on different devices, requires resizing of the media. Traditional image resizing methods result in quality degradation. Content-aware retargeting algorithms aim to resize images for displaying them on a new device with the goal of preserving important contents of the image. Quality assessment of retargeted images can be employed to choose among outputs of different retargeting methods or help the optimization of such methods. In this paper we propose a learning based quality assessment method for retargeted images. An optical flow algorithm is used to find the correspondence between regions in the scaled and retargeted images. Three groups of features are defined to cover different aspects of distortions that are important to human observers. Area related features are used to detect how the areas of salient regions are retained and how much geometrical deformities are produced in the image. Also, to better assess the retargeted image we introduce features to show how well the aspect ratios of objects are retained. More importantly, we introduce the concept of measuring the homogeneity of distribution of deformities throughout the image. Experimental results demonstrate that our quality estimation method has better correlation with subjective scores and outperforms existing methods.",2017,Journal of Visual Communication and Image Representation
HUANG2017173,No-reference pixel based video quality assessment for HEVC decoded video,"HEVC analysis, No-reference, Video quality assessment, Machine learning, Elastic net","This paper proposes a No-Reference (NR) Video Quality Assessment (VQA) method for videos subject to the distortion given by the High Efficiency Video Coding (HEVC) scheme. The assessment is performed without access to the bitstream. The proposed analysis is based on the transform coefficients estimated from the decoded video pixels, which is used to estimate the level of quantization. The information from this analysis is exploited to assess the video quality. HEVC transform coefficients are modeled with a joint-Cauchy probability density function in the proposed method. To generate VQA features the quantization step used in the Intra coding is estimated. We map the obtained HEVC features using an Elastic Net to predict subjective video quality scores, Mean Opinion Scores (MOS). The performance is verified on a dataset consisting of HEVC coded 4K UHD (resolution equal to 3840×2160) video sequences at different bitrates and spanning a wide range of content. The results show that the quality scores computed by the proposed method are highly correlated with the mean subjective assessments.",2017,Journal of Visual Communication and Image Representation
GUO201750,Hierarchical content importance-based video quality assessment for HEVC encoded videos transmitted over LTE networks,"Content type, High efficiency video coding (HEVC), Long term evolution (LTE) network, Mean opinion score (MOS), Neural network, Quality of experience (QoE), Video quality assessment (VQA)","To improve the accuracy of assessment, many previous works take into account the video content. However, these previous works just only consider the video content, but do not consider the location and importance of the degraded content. Thus, this paper takes into account not only the video content, but also the location and importance of the degraded content, and proposes a hierarchical content importance-based video quality assessment. Firstly, we propose to use the hierarchical content importance-based frame degradation rate (HFDR) metric to quantify the importance of degraded content hierarchically. Secondly, we propose to use the intra random access point (IRAP) loss rate (ILR) metric to quantify the impact of IRAP. Finally, the proposed HFDR metric and ILR metric are subsequently used to develop an objective video quality assessment model. The experimental results show that the predicted mean opinion score (MOS) of the proposed method highly correlates with the actual MOS.",2017,Journal of Visual Communication and Image Representation
LUO2017138,Interactive image segmentation based on samples reconstruction and FLDA,"FLDA, Interactive segmentation, Sample reconstruction, Superpixel, Multi-classification, Dictionary building","Existing interactive image segmentation methods heavily rely on manual input, i.e. a sufficient quantity and correct locations of labels. In this paper, we propose a new interactive segmentation algorithm which aims to reduce human intervention and to generate high-quality segmentation results. In contrast to most energy minimizing based segmentation methods, the segmentation is cast as multi-classification in our proposed method. First, the input image is segmented into superpixels by using different methods. Then we build a dictionary consisting of all obtained superpixels and reconstruct samples represented by certain labeled superpixels. Finally, we learn a discriminative projection matrix through Fishers linear discriminant analysis (FLDA) algorithm, which learns a discriminative subspace for classification. The unlabeled superpixels are grouped into foreground or background, via calculating their minimal norm. Our method can capture long range grouping cues and reduce the sensitivity with respect to input label quantity and location of labels, by the combination of superpixels and discriminative dictionary. Extensive experiments are conducted both on MSRC and another challenging database in order to demonstrate the effectiveness of the proposed method. Quantitative and qualitative results show that our method is competitive to the state-of-the-art performance.",2017,Journal of Visual Communication and Image Representation
LEE201798,Dual learning based compression noise reduction in the texture domain,"Compression noise, Learning-based denoising, Dual learning, Texture domain","Compression noise reduction is similar to the super-resolution problem in terms of the restoration of lost high-frequency information. Because learning-based approaches have proven successful in the past in terms of addressing the super-resolution problem, we focus on a learning-based technique for compressed image denoising. In this process, it is important to search for the exact prior in a training set. The proposed method utilizes two different databases (i.e., a noisy and a denoised database), which work together in a complementary way. The denoised images from the dual databases are combined into a final denoised one. Additionally, the input noisy image is decomposed into structure and texture components, and only the latter is denoised because most noise tends to exist within the texture component. Experimental results show that the proposed method can reduce compression noise while reconstructing the original information that was lost in the compression process, especially for texture regions.",2017,Journal of Visual Communication and Image Representation
DONG201721,A two-stage learning approach to face recognition,"Collaborative representation, Collaborative coefficient, Face recognition, Small sample size","This paper introduces the Collaborative Representation (CR) techniques to small sample size conditions, and propose a Two-Stage learning approach to face recognition based on Collaborative Representation (TSCR). Based on the assumption that the same class samples should lie in the same subspace, we first use the unlabeled samples as dictionary atoms to construct each labeled sample, and obtain the collaborative coefficients by CR. The unlabeled sample with the largest collaborative coefficient is assigned the same class label as the reconstructed labeled sample, and is added to the labeled data set. This process is repeated until about half of the unlabeled samples are labeled and added to the labeled dataset. After that, we employ the original CR approach to classify the left unlabeled samples based on the newly labeled dataset. Experimental results demonstrate that the proposed TSCR is effective on face recognition.",2017,Journal of Visual Communication and Image Representation
LIN2017127,Key-frame-based depth propagation for semi-automatic stereoscopic video conversion,"2D-to-3D stereo video conversion, Depth propagation, Key-frame, Error correction, Depth image based rendering (DIBR)","In this paper, we propose a key-frame-based bi-directional depth propagation algorithm for semi-automatic 2D-to-3D stereoscopic video conversion. First, key-frames are identified from each video shot based on color motion-compensation errors to prevent high-motion content between any pair of consecutive key frames. Depths for key-frames are manually assigned or rendered by popular computer tools, and then bi-directionally propagated to non-key-frames there between. Our depth propagation algorithm is featured of a multi-pass error correcting procedure for each frame to prevent depth artifacts from being further propagated to adjacent frames. Our proposed algorithm is advantageous in solving the background occlusion/dis-occlusion problem that degrades the performances of traditional depth propagation algorithms. Experimental results show that our scheme is capable of achieving better results against three prior algorithms in view of the qualities of the estimated depth map (e.g., dis-occluded background and object boundaries) and the synthesized stereo views.",2017,Journal of Visual Communication and Image Representation
WEN2017119,A weighted full-reference image quality assessment based on visual saliency,"Visual saliency computation, Weighted image quality assessment, Human visual system","In full reference image quality assessment (IQA), the images without distortion are usually employed as reference, while the structures in both reference images and distorted images are ignored and all pixels are equally treated. In addition, the role of human visual system (HVS) is not taken account into subjective IQA metric. In this paper, a weighted full-reference image quality metric is proposed, where a weight imposed on each pixel indicates its importance in IQA. Furthermore, the weights can be estimated via visual saliency computation, which can approximate the subjective IQA via exploiting the HVS. In the experiments, the proposed metric is compared with several objective IQA metrics on LIVE release 2 and TID 2008 database. The results demonstrate that SROCC and PLCC of the proposed metric are 0.9647 and 0.9721, respectively,which are higher than other methods and it only takes 427.5s, which is lower than that of most other methods.",2017,Journal of Visual Communication and Image Representation
MASOUMI2017198,Spectral shape classification: A deep learning approach,"Deep learning, Spectral graph wavelet, Bag-of-features, Classification","In this paper, we propose a deep learning approach to 3D shape classification using spectral graph wavelets and the bag-of-features paradigm. In order to capture both the local and global geometry of a 3D shape, we present a three-step feature description strategy. Local descriptors are first extracted via the spectral graph wavelet transform having the Mexican hat wavelet as a generating kernel. Then, mid-level features are obtained by embedding local descriptors into the visual vocabulary space using the soft-assignment coding step of the bag-of-features model. A global descriptor is subsequently constructed by aggregating mid-level features weighted by a geodesic exponential kernel, resulting in a matrix representation that describes the frequency of appearance of nearby codewords in the vocabulary. Experimental results on two standard 3D shape benchmarks demonstrate the much better performance of the proposed approach in comparison with state-of-the-art methods.",2017,Journal of Visual Communication and Image Representation
RAHIMZADEHARASHLOO201789,Dynamic texture representation using a deep multi-scale convolutional network,"Dynamic texture, Multilayer convolutional architectures, PCA, Multi-scale analysis","This work addresses dynamic texture representation and recognition via a convolutional multilayer architecture. The proposed method considers an image sequence as a concatenation of spatial images along the time axis as well as spatio-temporal images along both horizontal and vertical axes of an image sequence and uses multilayer convolutional operations to describe each plane. The filters used are learned via principal component analysis (PCA) on each of the three orthogonal planes of an image sequence. A particularly advantageous attribute of the technique is the unsupervised training procedure of the proposed network. An inter-database evaluation has been performed to investigate the generalisation capability of the proposed approach. Moreover, a multi-scale extension of the proposed architecture is presented to capture texture details at multiple resolutions. Through extensive evaluations on different databases, it is shown that the proposed PCA-based network on three orthogonal planes (PCANet-TOP) yields very discriminative features for dynamic texture classification.",2017,Journal of Visual Communication and Image Representation
METTES2017182,Water detection through spatio-temporal invariant descriptors,"Water detection, Spatio-temporal descriptors, Fourier analysis, Invariants, Markov random fields","In this work, we aim to segment and detect water in videos. Water detection is beneficial for appllications such as video search, outdoor surveillance, and systems such as unmanned ground vehicles and unmanned aerial vehicles. The specific problem, however, is less discussed compared to general texture recognition. Here, we analyze several motion properties of water. First, we describe a video pre-processing step, to increase invariance against water reflections and water colours. Second, we investigate the temporal and spatial properties of water and derive corresponding local descriptors. The descriptors are used to locally classify the presence of water and a binary water detection mask is generated through spatio-temporal Markov Random Field regularization of the local classifications. Third, we introduce the Video Water Database, containing several hours of water and non-water videos, to validate our algorithm. Experimental evaluation on the Video Water Database and the DynTex database indicates the effectiveness of the proposed algorithm, outperforming multiple algorithms for dynamic texture recognition and material recognition.",2017,Computer Vision and Image Understanding
JAVARAN201716,Non-blind image deconvolution using a regularization based on re-blurring process,"Non-blind image deconvolution, Image prior, Regularization, Optimization, Re-blurring","Image deconvolution is an ill-posed problem that requires a regularization term to solve. The most common forms of image priors used as the regularization term in image deconvolution tend to produce smoothed (slightly blurry) images, hence don’t well reconstruct image details. In this paper, a new image prior is introduced. This prior is used as a regularization term to model the non-blind image deconvolution problem. The complete regularization term consists of two parts: one that penalizes non-sparsity of the gradient, and the other that penalizes the blurriness in the image. The resulting regularization term favors sharp images over blurry ones. It means that the minimum of this term corresponds to the true sharp solution. The minimization problem is non-convex and we propose a scheme based on half-quadratic regularization. We demonstrate the efficiency of the proposed method by performing several quantitative and qualitative comparisons with the existing non-blind image deconvolution methods for deblurring artificial and real blurred images. The experimental results show that the proposed method tends to well reconstruct image details whilst suppresses noise. In addition, the reconstructed images have a higher PSNR and a lower blurriness value compared to those in the existing methods.",2017,Computer Vision and Image Understanding
DENG2017127,Unsupervised object region proposals for RGB-D indoor scenes,"Object segmentation, RGB-D, Sensor fusion","In this paper, we present a novel unsupervised framework for automatically generating bottom up class independent object candidates for detection and recognition in cluttered indoor environments. Utilizing raw depth map from active sensors such as Kinect, we propose a novel plane segmentation algorithm for dividing an indoor scene into predominant planar regions and non-planar regions. Based on this partition, we are able to effectively predict object locations and their spatial extensions. Our approach automatically generates object proposals considering five different aspects: Non-planar Regions (NPR), Planar Regions (PR), Detected Planes (DP), Merged Detected Planes (MDP) and Hierarchical Clustering (HC) of 3D point clouds. Object region proposals include both bounding boxes and instance segments. Our approach achieves very competitive results and is even able to outperform supervised state-of-the-art algorithms on the challenging NYU-v2 RGB-Depth dataset. In addition, we apply our approach to the most recently released large scale RGB-Depth dataset from Princeton University – “SUN RGBD”, which utilizes four different depth sensors. Its consistent performance demonstrates a general applicability of our approach.",2017,Computer Vision and Image Understanding
KAKADIARIS2017137,3D-2D face recognition with pose and illumination normalization,"Face and gesture recognition, Biometrics, Physically-based modeling, 3D-2D face recognition, Illumination normalization, Model-based face recognition, 3D-2D model fitting, Object recognition, Computer vision","In this paper, we propose a 3D-2D framework for face recognition that is more practical than 3D-3D, yet more accurate than 2D-2D. For 3D-2D face recognition, the gallery data comprises of 3D shape and 2D texture data and the probes are arbitrary 2D images. A 3D-2D system (UR2D) is presented that is based on a 3D deformable face model that allows registration of 3D and 2D data, face alignment, and normalization of pose and illumination. During enrollment, subject-specific 3D models are constructed using 3D+2D data. For recognition, 2D images are represented in a normalized image space using the gallery 3D models and landmark-based 3D-2D projection estimation. A method for bidirectional relighting is applied for non-linear, local illumination normalization between probe and gallery textures, and a global orientation-based correlation metric is used for pairwise similarity scoring. The generated, personalized, pose- and light- normalized signatures can be used for one-to-one verification or one-to-many identification. Results for 3D-2D face recognition on the UHDB11 3D-2D database with 2D images under large illumination and pose variations support our hypothesis that, in challenging datasets, 3D-2D outperforms 2D-2D and decreases the performance gap against 3D-3D face recognition. Evaluations on FRGC v2.0 3D-2D data with frontal facial images, demonstrate that the method can generalize to databases with different and diverse illumination conditions.",2017,Computer Vision and Image Understanding
BETANCOURT201773,Left/right hand segmentation in egocentric videos,"Hand-segmentation, Hand-identification, Egocentric vision, First person vision","Wearable cameras allow people to record their daily activities from a user-centered (First Person Vision) perspective. Due to their favorable location, wearable cameras frequently capture the hands of the user, and may thus represent a promising user-machine interaction tool for different applications. Existent First Person Vision methods handle hand segmentation as a background-foreground problem, ignoring two important facts: i) hands are not a single “skin-like” moving element, but a pair of interacting cooperative entities, ii) close hand interactions may lead to hand-to-hand occlusions and, as a consequence, create a single hand-like segment. These facts complicate a proper understanding of hand movements and interactions. Our approach extends traditional background-foreground strategies, by including a hand-identification step (left-right) based on a Maxwell distribution of angle and position. Hand-to-hand occlusions are addressed by exploiting temporal superpixels. The experimental results show that, in addition to a reliable left/right hand-segmentation, our approach considerably improves the traditional background-foreground hand-segmentation.",2017,Computer Vision and Image Understanding
PHAM201735,Pair-wisely optimized clustering tree for feature indexing,"Feature indexing, Fast nearest neighbour search, Clustering tree, Hierarchical Voronoi diagram","This paper presents a new approach for indexing real feature vectors in high dimensional space. The proposed approach is developed based on Pair-wisely Optimized Clustering tree (POC-tree) that exploits the benefit of hierarchical clustering and Voronoi decomposition. The POC-tree maximizes the separation space of every pair of clusters at each level of decomposition, making a compact representation of the underlying data. Searching in the POC-tree is efficiently driven by the bandwidth search strategy. A single POC-tree can be used to create effective index of data for both exact and approximate nearest neighbour search. We also present a new method to combine multiple weak POC-trees for boosting the search performance for specific datasets in very high dimensional space. Extensive experiments have been conducted to evaluate the proposed approach in which it outperforms the state-of-the-art methods for all the datasets used in our experiments.",2017,Computer Vision and Image Understanding
NAIEL201794,Online multi-object tracking via robust collaborative model and sample selection,"Multi-object tracking, Particle filter, Collaborative model, Sample selection, Sparse representation","The past decade has witnessed significant progress in object detection and tracking in videos. In this paper, we present a collaborative model between a pre-trained object detector and a number of single-object online trackers within the particle filtering framework. For each frame, we construct an association between detections and trackers, and treat each detected image region as a key sample, for online update, if it is associated to a tracker. We present a motion model that incorporates the associated detections with object dynamics. Furthermore, we propose an effective sample selection scheme to update the appearance model of each tracker. We use discriminative and generative appearance models for the likelihood function and data association, respectively. Experimental results show that the proposed scheme generally outperforms state-of-the-art methods.",2017,Computer Vision and Image Understanding
PEREZYUS2017192,Stairs detection with odometry-aided traversal from a wearable RGB-D camera,"Stair detection, Visually impaired, RGB-D, Visual odometry, Wearable computing","Stairs are one of the most common structures present in human-made scenarios, but also one of the most dangerous for those with vision problems. In this work we propose a complete method to detect, locate and parametrise stairs with a wearable RGB-D camera. Our algorithm uses the depth data to determine if the horizontal planes in the scene are valid steps of a staircase judging their dimensions and relative positions. As a result we obtain a scaled model of the staircase with the spatial location and orientation with respect to the subject. The visual odometry is also estimated to continuously recover the current position and orientation of the user while moving. This enhances the system giving the ability to come back to previously detected features and providing location awareness of the user during the climb. Simultaneously, the detection of the staircase during the traversal is used to correct the drift of the visual odometry. A comparison of results of the stair detection with other state-of-the-art algorithms was performed using public dataset. Additional experiments have also been carried out, recording our own natural scenes with a chest-mounted RGB-D camera in indoor scenarios. The algorithm is robust enough to work in real-time and even under partial occlusions of the stair.",2017,Computer Vision and Image Understanding
LEO20171,Computer vision for assistive technologies,"Computer vision, Assistive technologies","In the last decades there has been a tremendous increase in demand for Assistive Technologies (AT) useful to overcome functional limitations of individuals and to improve their quality of life. As a consequence, different research papers addressing the development of assistive technologies have appeared into the literature pushing the need to organize and categorize them taking into account the application assistive aims. Several surveys address the categorization problem for works concerning a specific need, hence giving the overview on the state of the art technologies supporting the related function for the individual. Unfortunately, this “user-need oriented” way of categorization considers each technology as a whole and then a deep and critical explanation of the technical knowledge used to build the operative tasks as well as a discussion on their cross-contextual applicability is completely missing making thus existing surveys unlikely to be technically inspiring for functional improvements and to explore new technological frontiers. To overcome this critical drawback, in this paper an original “task oriented” way to categorize the state of the art of the AT works has been introduced: it relies on the split of the final assistive goals into tasks that are then used as pointers to the works in literature in which each of them has been used as a component. In particular this paper concentrates on a set of cross-application Computer Vision tasks that are set as the pivots to establish a categorization of the AT already used to assist some of the user’s needs. For each task the paper analyzes the Computer Vision algorithms recently involved in the development of AT and, finally, it tries to catch a glimpse of the possible paths in the short and medium term that could allow a real improvement of the assistive outcomes. The potential impact on the assessment of AT considering users, medical, economical and social perspective is also addressed.",2017,Computer Vision and Image Understanding
KEROLA2017108,Cross-view human action recognition from depth maps using spectral graph sequences,"Human action recognition, Depth cameras, Spectral graph theory, Graph signal processing, Graph wavelets, Wavelet transform","We present a method for view-invariant action recognition from depth cameras based on graph signal processing techniques. Our framework leverages a novel graph representation of an action as a temporal sequence of graphs, onto which we apply a spectral graph wavelet transform for creating our feature descriptor. We evaluate two view-invariant graph types: skeleton-based and keypoint-based. The skeleton-based descriptor captures the spatial pose of the subject, whereas the keypoint-based is able to capture complementary information about human-object interaction and the shape of the point cloud. We investigate the effectiveness of our method by experiments on five publicly available datasets. By the graph structure, our method captures the temporal interaction between depth map interest points and achieves a 19.8% increase in performance compared to state-of-the-art results for cross-view action recognition, and competing results for frontal-view action recognition and human-object interaction. Namely, our method results in 90.8% accuracy on the cross-view N-UCLA Multiview Action3D dataset and 91.4% accuracy on the challenging MSRAction3D dataset in the cross-subject setting. For human-object interaction, our method achieves 72.3% accuracy on the Online RGBD Action dataset. We also achieve 96.0% and 98.8% accuracy on the MSRActionPairs3D and UCF-Kinect datasets, respectively.",2017,Computer Vision and Image Understanding
BABAEE2017166,"Combined segmentation, reconstruction, and tracking of multiple targets in multi-view video sequences","Superpixels, Segmentation, Reconstruction, Tracking, Hypergraph","Tracking of multiple targets in a crowded environment using tracking by detection algorithms has been investigated thoroughly. Although these techniques are quite successful, they suffer from the loss of much detailed information about targets in detection boxes, which is highly desirable in many applications like activity recognition. To address this problem, we propose an approach that tracks superpixels instead of detection boxes in multi-view video sequences. Specifically, we first extract superpixels from detection boxes and then associate them within each detection box, over several views and time steps that lead to a combined segmentation, reconstruction, and tracking of superpixels. We construct a flow graph and incorporate both visual and geometric cues in a global optimization framework to minimize its cost. Hence, we simultaneously achieve segmentation, reconstruction and tracking of targets in video. Experimental results confirm that the proposed approach outperforms state-of-the-art techniques for tracking while achieving comparable results in segmentation.",2017,Computer Vision and Image Understanding
LAI2017152,Efficient guided hypothesis generation for multi-structure epipolar geometry estimation,"Epipolar geometry estimation, Multiple structures, Guided sampling, Joint feature distributions","We propose an Efficient Guided Hypothesis Generation (EGHG) method for multi-structure epipolar geometry estimation. Based on the Markov Chain Monte Carlo process, EGHG combines two guided sampling strategies: a global sampling strategy and a local sampling strategy. The global sampling strategy, guided by using both spatial sampling probabilities and keypoint matching scores, rapidly obtains promising solutions. The spatial sampling probabilities are computed by using a normalized exponential loss function. The local sampling strategy, guided by using both Joint Feature Distributions (JFDs) and keypoint matching scores, efficiently achieves accurate solutions. In the local sampling strategy, EGHG updates a set of current best hypothesis candidates on the fly, and then computes JFDs between the input data and these candidates. Experimental results on public real image pairs show that EGHG significantly outperforms several state-of-the-art sampling methods on multi-structure data.",2017,Computer Vision and Image Understanding
SVENSSON201764,Segmentation of clusters by template rotation expectation maximization,"Segmentation, Generative model, Expectation maximization, Template matching","To solve the task of segmenting clusters of nearly identical objects we here present the template rotation expectation maximization (TREM) approach which is based on a generative model. We explore both a general purpose optimization approach for maximizing the log-likelihood and a modification of the standard expectation maximization (EM) algorithm. The general purpose approach is strict template matching, while TREM allows for a more deformable model. As benchmarking we compare TREM with standard EM for a two dimensional Gaussian mixture model (GMM) as well as direct maximization of the log-likelihood using general purpose optimization. We find that the EM based algorithms, TREM and standard GMM, are faster than the general purpose optimizer algorithms without any loss of segmentation accuracy. When applying TREM and GMM to a synthetic data set consisting of pairs of almost parallel objects we find that the TREM is better at segmenting those than an unconstrained GMM. Finally we demonstrate that this advantage for TREM over GMM gives significant improvement in segmentation of microscopy images of the motile unicellular alga Seminavis robusta.",2017,Computer Vision and Image Understanding
STEIN201782,Recognising complex activities with histograms of relative tracklets,"Activity recognition, Relative tracklets, Sensor fusion, Food preparation","One approach to the recognition of complex human activities is to use feature descriptors that encode visual interactions by describing properties of local visual features with respect to trajectories of tracked objects. We explore an example of such an approach in which dense tracklets are described relative to multiple reference trajectories, providing a rich representation of complex interactions between objects of which only a subset can be tracked. Specifically, we report experiments in which reference trajectories are provided by tracking inertial sensors in a food preparation scenario. Additionally, we provide baseline results for HOG, HOF and MBH, and combine these features with others for multi-modal recognition. The proposed histograms of relative tracklets (RETLETS) showed better activity recognition performance than dense tracklets, HOG, HOF, MBH, or their combination. Our comparative evaluation of features from accelerometers and video highlighted a performance gap between visual and accelerometer-based motion features and showed a substantial performance gain when combining features from these sensor modalities. A considerable further performance gain was observed in combination with RETLETS and reference tracklet features.",2017,Computer Vision and Image Understanding
VERMA201748,A support vector approach for cross-modal search of images and texts,"Image search, Image description, Cross-media analysis","Building bilateral semantic associations between images and texts is among the fundamental problems in computer vision. In this paper, we study two complementary cross-modal prediction tasks: (i) predicting text(s) given a query image (“Im2Text”), and (ii) predicting image(s) given a piece of text (“Text2Im”). We make no assumption on the specific form of text; i.e., it could be either a set of labels, phrases, or even captions. We pose both these tasks in a retrieval framework. For Im2Text, given a query image, our goal is to retrieve a ranked list of semantically relevant texts from an independent text-corpus (i.e., texts with no corresponding images). Similarly, for Text2Im, given a query text, we aim to retrieve a ranked list of semantically relevant images from a collection of unannotated images (i.e., images without any associated textual meta-data). We propose a novel Structural SVM based unified framework for these two tasks, and show how it can be efficiently trained and tested. Using a variety of loss functions, extensive experiments are conducted on three popular datasets (two medium-scale datasets containing few thousands of samples, and one web-scale dataset containing one million samples). Experiments demonstrate that our framework gives promising results compared to competing baseline cross-modal search techniques, thus confirming its efficacy.",2017,Computer Vision and Image Understanding
ALVES201760,Ultimate levelings,"Residual morphological operator, Ultimate attribute openings, Ultimate grain filters, Levelings, Component trees, Tree of shapes","This work presents a new class of residual operators called ultimate levelings which are powerful image operators based on numerical residues. Within a multi-scale framework, these operators analyze a given image under a series of levelings. Thus, contrasted objects can be detected if a relevant residue is generated when they are filtered out by one of these levelings. Our approach consists of, firstly, (i) representing the input image as a morphological tree; then, (ii) showing that a certain operation on this tree results in a leveling operator; and finally (iii) demonstrating that a sequential application of this operation on the tree is able to produce a family of levelings that satisfies scale-space properties. Besides, other contributions of this paper include: (i) the statement of properties of ultimate levelings, (ii) the presentation of an efficient algorithm for their computation, (iii) the provision of strategies for choosing families of primitives, (iv) the presentation of strategies for filtering undesirable residues, and (v) the provision of some illustrative examples of application of ultimate levelings. Furthermore, ultimate levelings are computationally efficient and their performance evaluations are comparable to the state of art methods for filtering and image segmentation.",2017,Computer Vision and Image Understanding
ASTROM201743,A geometric approach for color image regularization,"Image analysis, Color image restoration, Vectorial total variation, Double-opponent space, Split-Bregman, Non-convex regularization","We present a new vectorial total variation method that addresses the problem of color consistent image filtering. Our approach is inspired from the double-opponent cell representation in the human visual cortex. Existing methods of vectorial total variation regularizers have insufficient (or no) coupling between the color channels and thus may introduce color artifacts. We address this problem by introducing a novel coupling between the color channels related to a pullback-metric from the opponent space to the data (RGB color) space. Our energy is a non-convex, non-smooth higher-order vectorial total variation approach and promotes color consistent image filtering via a coupling term. For a convex variant, we show well-posedness and existence of a solution in the space of vectorial bounded variation. For the higher-order scheme we employ a half-quadratic strategy, which model the non-convex energy terms as the infimum of a sequence of quadratic functions. In experiments, we elaborate on traditional image restoration applications of inpainting, deblurring and denoising. Regarding the latter, we consider two noise scenarios i) intensity and chromaticity (the color representation of the double-opponent space) are corrupted by uniform noise and ii) only the chromaticity is corrupted with noise. In the latter case, we demonstrate state of the art restoration quality with respect to structure coherence and color consistency.",2017,Computer Vision and Image Understanding
JIANG201717,Image dehazing using adaptive bi-channel priors on superpixels,"Image restoration, Dehazing, Dark channel prior, Bright channel prior, Superpixels","Recently, a number of image dehazing methods are developed based on dark channel prior which is simple yet effective. In order to compensate for any failure on the use of dark channel prior in white regions and bright channel prior in black regions, an image dehazing method using a novel adaptive bi-channel priors on superpixels is presented in this paper. In the proposed method, a haze image is converted to the hue, saturation, and value space, and the linearly transformed thresholds on saturation and value are used to detect any white and black pixels. Using superpixels as local regions, the local transmission and atmospheric light values are estimated more reliably and efficiently by combining the dark and bright channel priors (bi-channel priors). Furthermore, adaptive bi-channel priors are developed to rectify any incorrect estimations on transmission and atmospheric light values for white and black pixels that fail to satisfy the assumptions of the bi-channel priors. After applying our dehazing method, the white and black pixels on the restored image are with excellent fidelity. Experimental results demonstrate that our proposed method performs better for restoring images in terms of both quality and execution speed than the current state-of-the-art dehazing methods.",2017,Computer Vision and Image Understanding
